Author Name,Rating,Review Text,Review Date,Sentiment (Rating-Based)
Faisal Fahad,4,"من المقاهي المتميزة،
اعجبني توفر عِدة خيارات من (قهوة اليوم).

موفقين🤍",2021-09-23 20:37:13.338000+00:00,Positive
Fahad 96,4,"‏الموظفين محترمين اخذت منهم
قهوة اليوم بنما ممتازة
الكوكيز جيدة
‏يعيبه مقاعده ما هي مريحة",2021-09-21 19:25:38.624000+00:00,Positive
Abdullah Saleh,2,للاسف  جلست انتظر اكثر من 10 دقايق عشان حضرة الكاشير يبي يسولف مع البنات اللي قبلي !,2021-09-19 16:53:56.665000+00:00,Negative
Riyad Sohail,4,زيارة أولى … 🌹,2021-09-18 18:32:47.267000+00:00,Positive
Waleed Al-owaied,5,"من عشاق محاصيلهم ومنذ بداياتهم إلكترونياً
تصميم المكان بسيط وجميل والمحاصيل لازم تفاجأني من وقت للثاني
تجربه مميزه واتمنى لهم التوفيق والنجاح الدائم
يستحق الزياره طبعاً لأكثر من مره",2021-09-18 05:21:14.891000+00:00,Positive
Aseel Abdullah,1,الخدمه مرره بطيئة واللاتيه جداً سيء كله رغوه ! يشبه كل شي الا اللاتيه عباره عن طعم حليب وشي غريب,2021-09-17 18:25:57.931000+00:00,Negative
slom971,5,"المحل حديث وديكوره جميل وعندهم 4 خيارات لقهوه اليوم
يعيبه صعوبه الوصول كذلك قله المواقف",2021-09-17 16:30:39.415000+00:00,Positive
BRHOOM BRHOOM,5,رائع👍,2021-09-16 20:10:29.235000+00:00,Positive
Abdulrahman Malik,4,"مكان جميل
قهوة رائعة
باريستا متمكنيين",2021-09-16 15:19:48.100000+00:00,Positive
yazeed A,5,تعامل رااائع,2021-09-15 14:44:32.489000+00:00,Positive
AM,5,مكان صغير و قهوة جميلة جدا 👌🤍,2021-09-15 04:48:42.475000+00:00,Positive
ماهر,4,جوده عاليه,2021-09-14 18:21:31.044000+00:00,Positive
B. A.,5,احب اذوق شي مختلف جدًا 🙏🏻وأبدعوا 🎈,2021-09-14 06:54:36.952000+00:00,Positive
O GMAIL,4,"الاسبريسو جميل 👌
ومحصول بنما عسليه لـ v60 رااااااائع

لكن للأسف أصبحت تستخدم فقط لقهوة اليوم الطعم واللذة اختلفت",2021-09-13 20:44:32.512000+00:00,Positive
Mohammad Almojeiwl,5,الخدمة رائعة | المكان جميل رغم قلة أماكن الجلوس| |قهوة v60 بالبن اليمني لذيذة👌🏻| جربت الكركديه جميل جداً|,2021-09-13 13:16:36.769000+00:00,Positive
asma Salman,5,لذييييذه القهوه ماشاءالله والشباب السعوديين قمة في الادب والتعامل 🙏 عند سبيشل تشوكلت هم يسوونها (دارك) طعمهاااا فاخر جدا لمحبين الدارك تشوكلت .. بالتوفيق يارب,2021-09-12 21:35:17.770000+00:00,Positive
الشامخ,5,"المكان جميل
والقهوة جداَ فاخرة، عندهم كورتادو بالمخ
صانع القهوة شاب في الصباح اليوم كان مميز في خدمته وصناعته للقهوة
عندهم الكوكيز لذيذ جداَ وفرش
المكان هادئ وجميل والحمد لله مافيه موسيقي َيستحق الدعم
الجلسات العلوية صايره مكتب لو يفتحونها ويخصصونها للعوائل ياسلام
بالتوفيق يارب",2021-09-11 10:02:08.423000+00:00,Positive
Nasser Altawijri,5,محمصة رائعة والمكان بسيط وجميل,2021-09-11 06:00:31.736000+00:00,Positive
Yazeed Al-Sanie,5,"تحسنو بشكل كبير من ناحية طعم القهوة اول ما فتحو ماكان بذاك المستوى الآن متميزين لايفوتكم محصول الكيني الجديد

وشكر خاص للموظف عبيدا على تعامله الطيب",2021-09-10 21:52:50.270000+00:00,Positive
awad awad,5,مكان راقي وتعامل فخم وراقي ومشروبات لذيذة,2021-09-10 17:22:55.646000+00:00,Positive
sami _,3,الموظفين عسل والمحاصيل فاخرة والـV60 جميلة ... ولكن العيب الوحيد الاسعار مرتفعه لمحاصيل البن وهذا سبب اني نقصت نجمتين .. موفقين!,2021-09-09 21:15:01.150000+00:00,Neutral
Ghadah Aloraini,5,المقهى راايق وذقت الكركديه تمنيت فيه ريفل شي لذيذ من الاخر,2021-09-08 19:55:17.255000+00:00,Positive
عبدالعزيز ،،،,5,"شفل مشاءالله محترفين مره مره
عندهم الباريستا اتوقع اسمه عبيده محترف شاطر  الولد جامع الاعداد والتعامل وفيه واحد اسمه فهد مشاءالله عليه بعد
رائعين محاصيل فاخرة
‏(( V60  شي اخر  عندهم ))
جربت كذا محصول تميز في اختيار المحاصيل وخاصة محاصيل بنما  شي اخر
ومحصول جواتيمالا كلها محاصيل فاخره جداً..
يكفي اختياركم لهذي الدول الي محاصيلها متفردة وفاخرة
يدل على حرصكم والبحث عن الجودة والتميز
واكيد وراء هالمحاصيل حماص متميز

اما من ناحية المكان صغير وفي الاساس هي محمصة واتمنى تتوسعون كمساحة اضافية تحتاجون تشتغلون على نقاط الجلسات وتوسعة المحل هذا الي ناقصكم
رغم بعدهم كموقع صادين شوي بس يستاهل
وبعد قهوة  عندهم ايس تي كركديه مشروب رايق اهني الي مسويه👌🏻
وكوكيز كلاسيك👍🏻
تعامل الموظفين رهيبين اهنى من يديرهم كفريق واحد،  ويقدمون اي منتج جديد عندهم كضيافة وتقيم من العملاء لمنتجهم الجديد فكره جميلة وكرم منهم
::جربنا قهاوي ومحامص كثير لكن في شفل اجتمعت فيكم اغلب المحاسن..
الفرع جديد ماله شهرين بعد فترة كيف بيكون.

الله يبارك لكم ناصر وفريق العمل الي معك ومشاءالله مزيد من التميز .",2021-09-07 04:51:16.521000+00:00,Positive
Abo Abdaalah,1,استقبال سيئ.,2021-09-06 19:49:07.512000+00:00,Negative
Manal,5,"المكان جميل وهادي جدًا
-القهوة اليوم - لذييذة وافضل شيء عندهم 4 انواع من محاصيل القهوة و تجربها وتختار النوع اللي يعجبك 👌🏽
الموظفين رائعين جدًا ❤️❤️",2021-09-06 14:54:52.404000+00:00,Positive
Fahad Al Dawood,4,"مريت المحمصة أمس وحاب انقل تجربتي البسيطة :
-المكان كتصميم رايق بسيط وهادي
-تعامل الموجودين كان رائع وكانوا قمة في الرقي والاحترام خصوصا المسؤول عن الحساب  تحياتي لك
-اعجبت بفكرة تجربة المحاصيل وأخذ رأي العملاء قبل طرحها على الرف، فكرة جميلة
- للأمانة أخذت أحد المحاصيل وما جربت القهوة إلى الآن لكن بشكل عام تجربة جميلة وتقييمي العام 4 نجوم والسبب من وجهة نظري ارتفاع الأسعار خصوصا المحاصيل
تحياتي لكم وإلى مزيد من النجاح والتقدم",2021-09-06 07:58:37.324000+00:00,Positive
ساره القحطاني,5,رائع جدا ويستحق التجربه,2021-09-06 02:01:51.095000+00:00,Positive
Nasser Al Mobarak,5,الذ قهوة ممكن تذوقها هنا، من ايام الحجر مجرب كثير من محاصيلهم فوق الممتازة. واليوم جربت الفلات وايت من يد “عُبيده” لذييييذ .. نادر تلقى مثله.💛👌🏻,2021-09-05 18:01:31.608000+00:00,Positive
Thurya,5,المكان رايق والقهوة لذيذة 💛,2021-09-05 04:58:21.320000+00:00,Positive
Abu Ali,3,"المحمصة معروفة بس المقهى جديدة وتوهم في مرحلة تطوير اتمنى لهم التوفيق ..
طلبت فلات وايت كانت درجة سخونته اقل بشوي من المعروف تمنيت يسألون عن رغبة الزبون
عطانا الباريستا كوكيز وتقيمي لها متوسطة
الموقع ممتاز الديكور والالوان جميلة
طاقم العمل تعاملهم ممتاز",2021-09-05 01:36:10.057000+00:00,Neutral
Abdullah M,5,لذيذ ومن أفضل المحمصات في الرياض..👌🏻👌🏻,2021-09-04 20:41:53.570000+00:00,Positive
NAWAFNASA,4,"قهوتهم حلوة وتنوع في البن, وتعاملهم راقي, المشكلة في الجلسات انها قليلة",2021-09-04 15:16:09.578000+00:00,Positive
Dr Rakan,4,قهوة جيدة وعالية الجودة ☕️ تصميم فريد ✨ طاقم عمل ودود ✨ منطقة جلوس محدودة ✨ سمحوا لي بتذوق قهوتهم 💫 ويقدم لي المالك قهوة مجانية ترحيبية 🤍 موصى بها 👍,2021-09-03 16:42:00.876000+00:00,Positive
سعد,5,الكافي جميل صراحه والاسعار في متناول الجميع والموظفين الابتسامه ماتفارقهم الله يسعدهم طلبي قهوه اليوم حلوه وشي الجميل اذا طلبت قهوه اليوم تجرب قبل لانه في اكثر من نوع وشباب سعودين واقفين على شغلهم ❤️❤️🤝,2021-09-03 16:36:16.968000+00:00,Positive
abdullah faisal,5,"‏🔘محمصة ومقهى شفل ~ طريق العليا ~ شمال الرياض.
‏🔘قهوتهم جميلة  اخذت لي فلات وايت وايس امريكانو 😍👌🏻البن خاص فيهم ويوجد منه للبيع",2021-09-03 14:49:51.029000+00:00,Positive
Abdulmjed,4,المكان رايق عندهم شوكولاتة مختصة يمكن ما تذوقها بمكان اخر واخذت قهوة يمنيه كانت جيدة,2021-09-02 13:26:15.022000+00:00,Positive
rahaf A,5,"مكان لطيف وقهوة جميلة  ☕️
بس تعليقي ياليت تغطون القهوة بالاساس وياليت مكان السترو والمناديل يكون قريب من استلام القهوة 😉👍🏼

موفقين💛",2021-08-31 20:19:14.054000+00:00,Positive
Noor Asd,4,مكان جديد واذا عدلو الشارع بيطلع فنان قهوتهم محبوكة جدا ومشروب الكركديه رهيبببب صراحه بس لو بالشتاء يحطون جلسات خارجية ومظلات صراحه اطلق موقع  ومتفاءله بيكون وجهة جميلة,2021-08-27 18:55:40.625000+00:00,Positive
Abdullah,5,من أجمل الاماكن الجديدة .,2021-08-27 16:43:25.036000+00:00,Positive
Ahmad SH,4,"محمصة شفل من المحامص المعروفه في الرياض بدايتهم الكترونيا عبر انستقرام وموقعهم الالكتروني

اول فرع لهم بطريق العليا بحي الياسمين قبل تقاطع طريق الملك سلمان.

يفتحون حاليا من ٤ العصر الى ١٢ص.

دائما اطلب من موقعهم البن الخاص بالمقطره بالذات
الفاكهيه مثل رواندا، هالو ، سيداما
راح يوفرون جلسات قريبا وايضا هوت شوكلت",2021-08-27 14:52:51.914000+00:00,Positive
Ahmed,5,"جميلين مره بشكل مو طبيعي الي يقرا التعليق ومتردد يجي ، والله العظيم جميلين محاصيل فاخره واسعار مناسبه ، جربت بنما العسليه وجربت البن اليمني كلهم محاصيل فاخره جداً مع سعر كوب ٢٠ ريال وفي محاصيل ممتاز وسعره ١٦.

لكن من ناحية المكان صغير وبالاساس هي محمصة لكن تعامل الموظفين جميلين ورهيبين وقدم لي كوب كولد برو ضيافة،، بلى منازع جربت قهاوي مختصة بالشرقية والمدينة وجده والرياض،، الافضل والاقوى بلى منازع اجتمعت فيهم كل المحاسن ،، خاصة الكاشير يقول ماله شهر، والله تستاهلون فوق ٥ نجوم.

الله يبارك لكم وماشاء الله لا قوة الا بالله.",2021-08-24 14:33:48.837000+00:00,Positive
Nasser,4,"📝📸
1-جودة المنتج : 5/5
2-تصميم المكان : 5/4
3- السعر : 5/4
4- الخدمة + النظافة : 5/5
⭐️ 4.5",2021-08-24 09:32:39.834000+00:00,Positive
